Bil,Peringkat Sekolah,PPD,Kod Sekolah,NamaSekolah,AlamatSurat,PoskodSurat,BandarSurat,Negeri,NoTelefon,NoFax
5244,Menengah,PPD KUALA MUDA/YAN,KFT3001,SM AGAMA NAHDZAH,"BATU 12, BUKIT BESAR, KOTA SARANG SEMUT",06800,YAN,KEDAH,047691055,047692341
5245,Menengah,PPD KUALA MUDA/YAN,KFT3002,SMA SUNGAI PETANI,BEDONG,08100,BEDONG,KEDAH,044582094,044501122
5246,Menengah,PPD KUALA MUDA/YAN,KFT3003,SMA PEKAN GURUN,JALANRAYA GURUN,08300,GURUN,KEDAH,044686941,044682967
5247,Menengah,PPD KUALA MUDA/YAN,KFT3004,SEKOLAH MENENGAH AKADEMI ISLAM HAJI ABDULLAH SUBOH,"KAMPUNG SINTOK, BUGIS",08500,KOTA KUALA MUDA,KEDAH,044376308,044376308
5248,Menengah,PPD KUALA MUDA/YAN,KFT3005,MAKTAB MAHMUD KUALA MUDA,BUKIT MERIAM ,08500,KOTA KUALA MUDA,KEDAH,044374324,
5249,Menengah,PPD KUALA MUDA/YAN,KFT3006,MAKTAB MAHMUD MERBOK,JALAN BATU HAMPAR,08100,BEDONG,KEDAH,044571061,
5250,Menengah,PPD KUBANG PASU,KFT4001,SM AGAMA HIDAYAH ISLAMIAH,"BT. 10, ALOR BIAK,",06150,AIR HITAM,KEDAH,047945961,047942743
5251,Menengah,PPD KUBANG PASU,KFT4002,SMA NURUL ISLAM AYER HITAM,"PEKAN AIR HITAM,",06150,ALOR STAR,KEDAH,047940686,047943568
5252,Menengah,PPD KULIM/BANDAR BARU,KFT5001,MAKTAB MAHMUD KULIM,KULIM,09400,PADANG SERAI,KEDAH,044000104,044000105
5253,Menengah,PPD LANGKAWI,KFT6001,MAKTAB MAHMUD LANGKAWI,ULU MELAKA,07000,LANGKAWI,KEDAH,049555301,049551263
5254,Menengah,PPD PADANG TERAP,KFT7001,SMA DARIL IKTISAM,"BATU 28 1/4, JALAN PADANG SANAI, KUALA NERANG",06300,KUALA NERANG,KEDAH,047864875,047864157
5255,Menengah,PPD PENDANG,KFT7002,SMA MA'AHAD TAHFIZ AL-ABIDIN,KAMPUNG CERUK MANGGIS POKOK TAI,06720,PENDANG,KEDAH,0124188447,044619696
5256,Menengah,PPD PADANG TERAP,KFT7003,SEKOLAH MENENGAH AGAMA AL-ISLAHIAH  AL-ISLAMIAH,FELDA LUBOK MERBAU,06710,PENDANG,KEDAH,047520054,
5257,Menengah,PPD PADANG TERAP,KFT7004,MAKTAB MAHMUD PADANG TERAP,"km42, jalan padang sanai,06300 kuala nerang",06300,KUALA NERANG,KEDAH,047860900,047864774
5258,Menengah,PPD BALING/SIK,KFT8001,SM AGAMA (ARAB) ANNAJAH,"TITI GANTONG, KG SUNGAI LIMAU",09100,BALING,KEDAH,044721046,044721044
5259,Menengah,PPD BALING/SIK,KFT8002,MAKTAB MAHMUD SIK,BATU 8 SIK,08200,SIK,KEDAH,044625809,
5260,Menengah,PPD KUALA MUDA/YAN,KFT9001,SMA SAADAH ALDINIAH AL ISLAMIAH,SUNGAI LIMAU DALAM,06910,YAN,KEDAH,6047694233,6047694233
5261,Menengah,PPD KUALA MUDA/YAN,KFT9002,SMA FAUZI,YAN KECHIL,06900,YAN,KEDAH,044475491,044655486
5262,Menengah,PPD PENDANG,KFTA001,MA'AHAD AL  IMAM AL SYAFIE,"KM 9 JALAN SUNGAI TIANG, SAWA KECHIL",06700,PENDANG,KEDAH,047410098,047410113
5263,Menengah,PPD PENDANG,KFTA002,MAKTAB MAHMUD PENDANG,MUKIM TOBIAR,06700,PENDANG,KEDAH,047847806,
5264,Menengah,PPD KOTA SETAR,KHA2001,KOLEJ VOKASIONAL ALOR SETAR ,JALAN STADIUM,05100,ALOR SETAR,KEDAH,047333363,047347078
5265,Menengah,PPD KUALA MUDA/YAN,KHA3003,KOLEJ VOKASIONAL SUNGAI PETANI 1,"LOT 82, KG. SG. TUKANG,",08000,SUNGAI PETANI,KEDAH,044428972,044428973
5266,Menengah,PPD KUALA MUDA/YAN,KHA3004,KOLEJ VOKASIONAL SUNGAI PETANI 2,"LOT 82, KG. SG. TUKANG",08000,SUNGAI PETANI,KEDAH,044429034,044427681
5267,Menengah,PPD KULIM/BANDAR BARU,KHA5002,KOLEJ VOKASIONAL KULIM,JALAN JUNJONG,09000,KULIM,KEDAH,044905432,044952660
5268,Menengah,PPD LANGKAWI,KHA6002,KOLEJ VOKASIONAL PULAU LANGKAWI ,JALAN BATU ASAH,07000,LANGKAWI,KEDAH,049666454,049665484
5269,Menengah,PPD KOTA SETAR,KKE2156,SM TEKNIK ALOR SETAR,LEBUHRAYA SULTAN ABDUL HALIM,05400,ALOR SETAR,KEDAH,047721548,047721105
5270,Menengah,PPD BALING/SIK,KRA0001,SMK AGAMA BALING,"BATU 42, JALAN BALING",09100,BALING,KEDAH,044705303,044705387
5271,Menengah,PPD KOTA SETAR,KRA2001,SMK AGAMA KEDAH,LEBUHRAYA SULTANAH BAHIYAH,05350,ALOR SETAR,KEDAH,047314345,047353459
5272,Menengah,PPD KUBANG PASU,KRA4001,SBPI KUBANG PASU,BANDAR BUKIT KAYU HITAM,06050,BUKIT KAYU HITAM,KEDAH,049222701,049222707
5273,Menengah,PPD BALING/SIK,KRA8001,SMK AGAMA SIK,"SIK,",08200,SIK,KEDAH,044693270,044693267
5274,Menengah,PPD KUALA MUDA/YAN,KRA9001,SMK AGAMA YAN,TITI SERONG,06900,YAN,KEDAH,044657366,044659253
5275,Rendah,PPD ALOR GAJAH,MBA0001,SK MASJID TANAH (INTEG),JALAN SMK.  GHAFAR BABA,78300,MASJID TANAH,MELAKA,063841244,063841244
5276,Rendah,PPD ALOR GAJAH,MBA0002,SK TANJUNG BIDARA,KM 36,78300,MASJID TANAH,MELAKA,063844839,063844822
5277,Rendah,PPD ALOR GAJAH,MBA0003,SK OTHMAN SYAWAL,KUALA SUNGAI BARU,78200,KUALA SUNGAI BARU,MELAKA,063876712,063879219
5278,Rendah,PPD ALOR GAJAH,MBA0004,SK BUKIT BERINGIN,MASJID TANAH,78300,MASJID TANAH,MELAKA,06-3844284,06-3844284
5279,Rendah,PPD ALOR GAJAH,MBA0005,SK RAMUAN CHINA BESAR,RAMUAN CHINA BESAR,78300,MASJID TANAH,MELAKA,063844531,063844531
5280,Rendah,PPD ALOR GAJAH,MBA0006,SK RAMUAN CHINA KECHIL,BT. 25 RAMUAN CHINA KECHIL,78100,LUBOK CHINA,MELAKA,063846753,063846753
5281,Rendah,PPD ALOR GAJAH,MBA0007,SK AYER LIMAU,"BT 19 1/2, KAMPUNG AYER LIMAU",78300,MASJID TANAH,MELAKA,063845496,063845496
5282,Rendah,PPD ALOR GAJAH,MBA0008,SK KUALA LINGGI,KM 50 KUALA LINGGI,78200,KUALA SUNGAI BARU,MELAKA,063877510,063877510
5283,Rendah,PPD ALOR GAJAH,MBA0009,SK PENGKALAN BALAK,PENGKALAN BALAK,78300,MASJID TANAH,MELAKA,063844394,063844391
5284,Rendah,PPD ALOR GAJAH,MBA0010,SK DURIAN DAUN 'K',MASJID TANAH,78300,MASJID TANAH,MELAKA,063846219,063846219
5285,Rendah,PPD ALOR GAJAH,MBA0011,SK LUBOK REDAN,MASJID TANAH,78300,MASJID TANAH,MELAKA,063877185,063877185
5286,Rendah,PPD ALOR GAJAH,MBA0012,SK JERAM,KAMPUNG JERAM,78300,MASJID TANAH,MELAKA,06 3848073,06 3841943
5287,Rendah,PPD ALOR GAJAH,MBA0013,SK AIR JERNIH,KUALA SUNGAI BARU,78200,KUALA SG BARU,MELAKA,063878311,063878311
5288,Rendah,PPD ALOR GAJAH,MBA0014,SK KAMPUNG TENGAH,BATU 29  KAMPONG TENGAH,78200,KUALA SUNGAI BARU,MELAKA,063877327,063877327
5289,Rendah,PPD ALOR GAJAH,MBA0015,SK  SUNGAI TUANG,JALAN PERSISIRAN PANTAI,78300,MASJID TANAH,MELAKA,063844576,06-3844576
5290,Rendah,PPD ALOR GAJAH,MBA0016,SK TELOK BEREMBANG,LUBOK CHINA,78100,LUBOK CHINA,MELAKA,066967602,066967602
5291,Rendah,PPD ALOR GAJAH,MBA0017,SK SUNGAI JERNIH,LUBOK CHINA,78100,LUBOK CHINA,MELAKA,066967641,066967641
5292,Rendah,PPD ALOR GAJAH,MBA0018,SK RANTAU PANJANG,RANTAU PANJANG,78300,MASJID TANAH,MELAKA,065528857,065528857
5293,Rendah,PPD ALOR GAJAH,MBA0020,SK PADANG SEBANG,ALOR GAJAH,78000,ALOR GAJAH,MELAKA,065548903,065548903
5294,Rendah,PPD ALOR GAJAH,MBA0021,SK AYER PA' ABAS,AYER PA'ABAS,78000,ALOR GAJAH,MELAKA,065528771,065528771
5295,Rendah,PPD ALOR GAJAH,MBA0022,SK SIMPANG EMPAT,SIMPANG EMPAT,78000,ALOR GAJAH,MELAKA,065528803,065528803
5296,Rendah,PPD ALOR GAJAH,MBA0023,SK PULAU SEBANG,JALAN KEMUS PULAU SEBANG,78000,ALOR GAJAH,MELAKA,064419098,064419098
5297,Rendah,PPD ALOR GAJAH,MBA0024,SK MELEKEK,Jalan Kampung Melekek Dalam ,78000,ALOR GAJAH,MELAKA,065566436,065566436
5298,Rendah,PPD ALOR GAJAH,MBA0025,SK GANUN,KAMPUNG GANUN,78000,ALOR GAJAH,MELAKA,065548908,065548907
5299,Rendah,PPD ALOR GAJAH,MBA0026,SK PARIT MELANA,DURIAN TUNGGAL,76100,DURIAN TUNGGAL,MELAKA,065532499,065532499
5300,Rendah,PPD ALOR GAJAH,MBA0027,SK SUNGAI PETAI,KAMPUNG SUNGAI PETAI,78000,ALOR GAJAH,MELAKA,065565786,065565786
5301,Rendah,PPD ALOR GAJAH,MBA0028,SK SUNGAI SIPUT,SUNGAI SIPUT,78100,LUBOK CHINA,MELAKA,066967884,066967884
5302,Rendah,PPD ALOR GAJAH,MBA0029,SK MELAKA PINDAH,KAMPUNG MELAKA PINDAH,78000,ALOR GAJAH,MELAKA,06-5568402,06-5568402
5303,Rendah,PPD ALOR GAJAH,MBA0030,SK PEGOH,KAMPUNG PEGOH,78000,ALOR GAJAH,MELAKA,065568408,065568408
5304,Rendah,PPD ALOR GAJAH,MBA0031,SK BERISU,LUBOK CHINA,78100,LUBOK CHINA,MELAKA,065528934,065528934
5305,Rendah,PPD ALOR GAJAH,MBA0032,SK LENDU,LENDU,78000,ALOR GAJAH,MELAKA,065565906,065565906
5306,Rendah,PPD ALOR GAJAH,MBA0033,SK BELIMBING DALAM,KG BELIMBING DALAM,76100,DURIAN TUNGGAL,MELAKA,065532498,065532498
5307,Rendah,PPD ALOR GAJAH,MBA0034,SK RUMBIA,"KM 14, LEBUH AMJ-RUMBIA",78000,ALOR GAJAH,MELAKA,063162653,063162653
5308,Rendah,PPD ALOR GAJAH,MBA0035,SK SUNGAI BULOH,KG SUNGAI BULOH,78000,ALOR GAJAH,MELAKA,065528635,065528635
5309,Rendah,PPD ALOR GAJAH,MBA0036,SK CHERANA PUTEH,TABOH NANING,78000,ALOR GAJAH,MELAKA,065528941,065528941
5310,Rendah,PPD ALOR GAJAH,MBA0037,SK TEBONG,"KM. 37, JALAN KUALA SUNGGA, TEBONG",76460,ALOR GAJAH,MELAKA,06-4486693,06-4486693
5311,Rendah,PPD ALOR GAJAH,MBA0038,SK KEMUNING,KAMPUNG KEMUNING,78000,ALOR GAJAH,MELAKA,065549419,065548420
5312,Rendah,PPD ALOR GAJAH,MBA0039,SK MENGGONG,JALAN MACHAP HUTAN PERCHA,78000,ALOR GAJAH,MELAKA,065568845,065568840
5313,Rendah,PPD ALOR GAJAH,MBA0040,SK HUTAN PERCHA,FELDA HUTAN PERCHA,78000,ALOR GAJAH,MELAKA,065548546,065548546
5314,Rendah,PPD ALOR GAJAH,MBA0041,SK DURIAN TUNGGAL,DURIAN TUNGGAL,76100,DURIAN TUNGGAL,MELAKA,065531193,065531545
5315,Rendah,PPD ALOR GAJAH,MBA0042,SK KEM TERENDAK II,KEM TERENDAK,76200,KEM TERENDAK,MELAKA,063572052,063572898
5316,Rendah,PPD ALOR GAJAH,MBA0043,SK GANGSA,DURIAN TUNGGAL,76100,ALOR GAJAH,MELAKA,065533997,065532209
5317,Rendah,PPD ALOR GAJAH,MBA0044,SK LESONG BATU,SK LESONG BATU,78000,ALOR GAJAH,MELAKA,065560490,065560843
5318,Rendah,PPD ALOR GAJAH,MBA0045,SEKOLAH KEBANGSAAN DEMANG TAHA,MASJID TANAH,78300,MASJID TANAH,MELAKA,063847200,063847202
5319,Rendah,PPD JASIN,MBA1001,SK JASIN,JALAN AMAN,77000,JASIN,MELAKA,065291279,065294484
5320,Rendah,PPD JASIN,MBA1002,SK KESANG TUA,KG. KESANG TUA,77000,JASIN,MELAKA,065293899,065291440
5321,Rendah,PPD JASIN,MBA1003,SK SELANDAR,"BT 21, JALAN JASIN",77500,SELANDAR,MELAKA,065252705,065252705
5322,Rendah,PPD JASIN,MBA1004,SK BUKIT SENGGEH,KAMPUNG BUKIT SENGGEH,77500,SELANDAR,MELAKA,065252759,065252759
5323,Rendah,PPD JASIN,MBA1005,SK JUS,"BATU 24, KAMPUNG JUS",77500,Selandar,MELAKA,065251981,065251981
5324,Rendah,PPD JASIN,MBA1006,SK BATANG MELAKA,JALAN SELANDAR BATANG MELAKA,77500,SELANDAR,MELAKA,064461570,064461570
5325,Rendah,PPD JASIN,MBA1007,SK NYALAS,PEKAN NYALAS,77100,JASIN,MELAKA,065229228,065228469
5326,Rendah,PPD JASIN,MBA1008,SK MASJID BARU,MASJID BARU,77100,ASAHAN,MELAKA,065229098,065229098
5327,Rendah,PPD JASIN,MBA1009,SK ASAHAN,ASAHAN,77100,JASIN,MELAKA,065236803,065236803
5328,Rendah,PPD JASIN,MBA1010,SK CHABAU,KG.CHABAU,77100,ASAHAN,MELAKA,065236686,065236686
5329,Rendah,PPD JASIN,MBA1011,SK CHENDERAH,KG. CHENDERAH,77000,JASIN,MELAKA,065246539,065246539
5330,Rendah,PPD JASIN,MBA1012,SK CHOHONG,KM 40 KAMPUNG CHOHONG,77000,JASIN,MELAKA,065246568,065246568
5331,Rendah,PPD JASIN,MBA1013,SK CHINCHIN,KM 37 JALAN CHIN CHIN,77000,JASIN,MELAKA,065246578,065246578
5332,Rendah,PPD JASIN,MBA1014,SK TERENTANG,"KM. 34, JALAN CHINCHIN",77000,JASIN,MELAKA,065246537,065246537
5333,Rendah,PPD JASIN,MBA1015,SK SERI BEMBAN,"KM 22,BEMBAN",77200,BEMBAN,MELAKA,065217834,065217834
5334,Rendah,PPD JASIN,MBA1016,SK TEHEL,"KM.16, BEMBAN",77200,JASIN,MELAKA,062682713,062682713
5335,Rendah,PPD JASIN,MBA1017,SK KEMENDOR,FELDA TUN GHAFAR KEMENDORE,77000,JASIN,MELAKA,065295110,065295110
5336,Rendah,PPD JASIN,MBA1018,SK PULAI,"KM 16,  KAMPUNG  PULAI",77300,MERLIMAU,MELAKA,062619268,062619089
5337,Rendah,PPD JASIN,MBA1019,SK SERKAM,"KM18, JALAN SERKAM PANTAI",77300,MERLIMAU,MELAKA,062619740,062619740
5338,Rendah,PPD JASIN,MBA1020,SK TEDONG,SEK.KEB.TEDONG,77300,MERLIMAU,MELAKA,062633353,062636350
5339,Rendah,PPD JASIN,MBA1021,SK SEMPANG,"KM21 JALAN MELAKA-MUAR, KG.SEMPANG",77300,MERLIMAU,MELAKA,062634645,062634645
5340,Rendah,PPD JASIN,MBA1022,SK MERLIMAU,"KM 24, JALAN MUAR LAMA",77300,MERLIMAU,MELAKA,062634548,062634548
5341,Rendah,PPD JASIN,MBA1023,SK SEBATU,"KM 29, KG SEBATU",77400,SUNGAI RAMBAI,MELAKA,062659505,062659505
5342,Rendah,PPD JASIN,MBA1024,SK SG RAMBAI,SUNGAI RAMBAI,77400,SUNGAI RAMBAI,MELAKA,062659903,062658322
5343,Rendah,PPD JASIN,MBA1025,SK BATU GAJAH,"KM 28, BATU GAJAH PASIR",77300,MERLIMAU,MELAKA,062659920,062659920
5344,Rendah,PPD JASIN,MBA1026,SK PARIT PENGHULU,JALAN PARIT PENGHULU,77400,SUNGAI RAMBAI,MELAKA,062650159,062650159
5345,Rendah,PPD JASIN,MBA1027,SK SERI MENDAPAT,KG. SERI MENDAPAT,77300,MERLIMAU,MELAKA,062633672,062633672
5346,Rendah,PPD JASIN,MBA1029,SK SERKAM DARAT,KG.SERKAM DARAT,77300,MERLIMAU,MELAKA,06-2636217,06-2636217
5347,Rendah,PPD JASIN,MBA1071,SK PARIT GANTONG,"KM 35, JALAN PARIT PERAWAS",77400,SUNGAI RAMBAI,MELAKA,6062658051,6062658051
5348,Rendah,PPD JASIN,MBA1075,SK (FELDA) BKT SENGGEH,FELDA BUKIT SENGGEH,77100,ASAHAN,MELAKA,065229668,065229668
5349,Rendah,PPD JASIN,MBA1076,SK SERI MACHAP,KG. BARU BUKIT SEDANAN,77500,SELANDAR,MELAKA,065252763,065252763
5350,Rendah,PPD JASIN,MBA1077,SK DATUK HJ BAGINDA,"KM 14, KAMPUNG UMBAI",77300,MERLIMAU,MELAKA,062610317,062610360
5351,Rendah,PPD JASIN,MBA1078,SK BUKIT TEMBAKAU,KM. 13 KG.BUKIT TEMBAKAU,77300,MERLIMAU,MELAKA,062618330,062618330
5352,Rendah,PPD JASIN,MBA1079,SEKOLAH KEBANGSAAN AYER MERBAU,Kg. Ayer Merbau,77200,Jasin,MELAKA,065210832,065210831
5353,Rendah,PPD MELAKA TENGAH,MBA2001,SK BUKIT CHINA,155-A JALAN PUTERI HANG LI POH,75100,MELAKA,MELAKA,062824752,062824752
5354,Rendah,PPD MELAKA TENGAH,MBA2002,SK UJONG PASIR,JALAN UJONG PASIR,75050,MELAKA,MELAKA,062817857,062817857
5355,Rendah,PPD MELAKA TENGAH,MBA2003,SK PADANG TEMU,"KM.4.4,PADANG TEMU",75050,MELAKA,MELAKA,062847517,062867743
5356,Rendah,PPD MELAKA TENGAH,MBA2004,SK SEMABOK,KM.4 SEMABOK,75050,MELAKA,MELAKA,062841104,062883740
5357,Rendah,PPD MELAKA TENGAH,MBA2005,SK BENDAHARA SERI MAHARAJA,KM 8 KANDANG,75460,MELAKA,MELAKA,06-2681940,06-2681940
5358,Rendah,PPD MELAKA TENGAH,MBA2006,SK BUKIT LINTANG,"KM 11, BUKIT LINTANG",75460,MELAKA,MELAKA,062681939,062681939
5359,Rendah,PPD MELAKA TENGAH,MBA2007,SK PAYA DALAM,"Km. 14.5, KG. PAYA DALAM",75460,MELAKA,MELAKA,06-2681021,062681021
5360,Rendah,PPD MELAKA TENGAH,MBA2008,SK PAYA REDAN,KM 19.3 KAMPUNG PAYA REDAN,75460,MELAKA,MELAKA,062687279,062687279
5361,Rendah,PPD MELAKA TENGAH,MBA2009,SK TAMBAK PAYA,"KM. 13,  TAMBAK PAYA",75460,MELAKA,MELAKA,062683733,062683733
5362,Rendah,PPD MELAKA TENGAH,MBA2010,SK AYER MOLEK,"KM 10 , AYER MOLEK",75460,MELAKA,MELAKA,062680169,062680170
5363,Rendah,PPD MELAKA TENGAH,MBA2011,SK DUYONG,KM 6 DUYONG,75460,MELAKA,MELAKA,062680719,062685781
5364,Rendah,PPD MELAKA TENGAH,MBA2012,SK DATO DEMANG HUSSIN,"KM. 9, BUKIT KATIL",75450,MELAKA,MELAKA,062320102,062522029
5365,Rendah,PPD MELAKA TENGAH,MBA2013,SK BUKIT BERUANG,"KM 7.2, BUKIT BERUANG.",75450,MELAKA,MELAKA,06-2321494,062522466
5366,Rendah,PPD MELAKA TENGAH,MBA2014,SK BUKIT BARU,"KM. 5, BUKIT BARU",75150,MELAKA,MELAKA,062827572,062827572
5367,Rendah,PPD MELAKA TENGAH,MBA2015,SK PERINGGIT,"KM 4,JALAN PANTAI PERINGGIT",75400,MELAKA,MELAKA,062826693,062826696
5368,Rendah,PPD MELAKA TENGAH,MBA2016,SK BATU BERENDAM,KM. 7.2 BATU  BERENDAM,75350,MELAKA,MELAKA,063171496,063175730
5369,Rendah,PPD MELAKA TENGAH,MBA2019,SK KUBU,JALAN KG AMPAT,75300,MELAKA,MELAKA,062824415,062824415
5370,Rendah,PPD MELAKA TENGAH,MBA2020,SK BACHANG,KM4 JALAN MALIM,75250,MELAKA,MELAKA,06-3352744,063365236
5371,Rendah,PPD MELAKA TENGAH,MBA2021,SK LIMBONGAN,"KM 4,LIMBONGAN",75200,MELAKA,MELAKA,062840740,062840741
5372,Rendah,PPD MELAKA TENGAH,MBA2022,SK KELEBANG BESAR,"KM 6.4, JALAN PULAU GADONG",75200,MELAKA,MELAKA,063353008,063357009
5373,Rendah,PPD MELAKA TENGAH,MBA2023,SK BUKIT RAMBAI,KM 11 BUKIT RAMBAI,75250,MELAKA TENGAH,MELAKA,063353137,063353137
5374,Rendah,PPD MELAKA TENGAH,MBA2024,SK LEREH,TANJONG KLING ,76400,MELAKA,MELAKA,063154264,06-3154919
5375,Rendah,PPD MELAKA TENGAH,MBA2025,SK KAMPONG GELAM,"KM 13, TANJONG KLING, MELAKA",76400,TG. KLING,MELAKA,063511160,063511180
5376,Rendah,PPD MELAKA TENGAH,MBA2026,SK TANGGA BATU,"KM16, SUNGAI UDANG",76300,MELAKA,MELAKA,063511331,063511331
5377,Rendah,PPD MELAKA TENGAH,MBA2027,SK SUNGAI UDANG,"BATU 11 1/2, SUNGAI UDANG",76300,MELAKA,MELAKA,063512164,063513163
5378,Rendah,PPD MELAKA TENGAH,MBA2028,SK PANTAI KUNDOR,"KM16, PANTAI KUNDOR, TANJONG KLING",76400,MELAKA,MELAKA,063512702,063512702
5379,Rendah,PPD MELAKA TENGAH,MBA2029,SK CHENG,KM.9 JALAN KRUBONG,75250,MELAKA,MELAKA,063341353,063341435
5380,Rendah,PPD MELAKA TENGAH,MBA2030,SK KERUBONG,"KM16 KG KERUBONG,",75250,MELAKA,MELAKA,063360290,063359996
5381,Rendah,PPD MELAKA TENGAH,MBA2031,SK PAYA RUMPUT,KM 12.8  PAYA RUMPUT,76450,MELAKA,MELAKA,063161024,063161524
5382,Rendah,PPD MELAKA TENGAH,MBA2032,SK BERTAM HULU,KM. 13.6  KG. BERTAM HULU,76450,MELAKA,MELAKA,063123819,063123819
5383,Rendah,PPD MELAKA TENGAH,MBA2033,SK ALAI,"KM 8, ALAI",75460,MELAKA,MELAKA,062682727,062686522
5384,Rendah,PPD MELAKA TENGAH,MBA2034,SK TELOK MAS,"KM 10, KAMPUNG TELUK MAS,",75460,MELAKA,MELAKA,062618835,062617726
5385,Rendah,PPD MELAKA TENGAH,MBA2035,SK PERNU,"KM.12, KG PERNU",75460,MELAKA,MELAKA,062619830,062619830
5386,Rendah,PPD MELAKA TENGAH,MBA2038,SK KEM GERAKHAS,KEM SUNGAI UDANG,76300,SUNGAI UDANG,MELAKA,063531696,063531697
5387,Rendah,PPD MELAKA TENGAH,MBA2039,SK PENDIDIKAN KHAS,KM 4 JALAN SEMABOK,75050,MELAKA,MELAKA,062840205,062810041
5388,Rendah,PPD MELAKA TENGAH,MBA2040,SK AYER KEROH,LEBUH AYER KEROH,75450,AYER KEROH,MELAKA,062331146,062326148
5389,Rendah,PPD MELAKA TENGAH,MBA2041,SK SERI DUYONG,KG PERMATANG DUYONG DUYONG,75460,MELAKA,MELAKA,062686594,062686594
5390,Rendah,PPD MELAKA TENGAH,MBA2042,SK TAMAN BUKIT RAMBAI,BUKIT RAMBAI,75250,MELAKA,MELAKA,063517211,063517210
5391,Rendah,PPD MELAKA TENGAH,MBA2043,SK MALIM,"KM6 JALAN MALIM, BERTAM MALIM",75250,MELAKA,MELAKA,063365690,063365772
5392,Rendah,PPD MELAKA TENGAH,MBA2044,SK BATU BERENDAM 2,KM. 6.5 HANG TUAH JAYA,75350,BATU BERENDAM,MELAKA,063177589,063177502
5393,Rendah,PPD MELAKA TENGAH,MBA2045,SK TANJUNG MINYAK,KM10 CHENG,75250,MELAKA,MELAKA,063373577,063374677
5394,Rendah,PPD MELAKA TENGAH,MBA2046,SK TUN SYED AHMAD SHAHABUDIN,AYER KEROH,75450,MELAKA,MELAKA,062322984,062323043
5395,Rendah,PPD MELAKA TENGAH,MBA2047,SK KAMPUNG TUN RAZAK,BUKIT KATIL,75450,MELAKA,MELAKA,062310804,062310859
5396,Rendah,PPD ALOR GAJAH,MBB0041,SK ALOR GAJAH 1,ALOR GAJAH,78000,ALOR GAJAH,MELAKA,065561221,065561223
5397,Rendah,PPD ALOR GAJAH,MBB0042,SK DATO' NANING,JALAN BESAR ALOR GAJAH,78000,ALOR GAJAH,MELAKA,065561299,065561299
5398,Rendah,PPD ALOR GAJAH,MBB0043,SK DATUK TAMBICHIK KARIM,MASJID TANAH,78300,MASJID TANAH,MELAKA,063841237,063852472
5399,Rendah,PPD ALOR GAJAH,MBB0044,SK SRI LAKSAMANA,"JALAN SRI LAKSAMANA, MASJID TANAH",78300,MASJID TANAH,MELAKA,063841366,063844009
5400,Rendah,PPD JASIN,MBB1029,SK AIR BARUK,JALAN PAYA BATU,77000,JASIN,MELAKA,065291267,065293448
5401,Rendah,PPD JASIN,MBB1030,SK SRI LANANG,JALAN KELUBI,77000,JASIN,MELAKA,065291459,065291459
5402,Rendah,PPD JASIN,MBB1031,SK MERLIMAU 1,JALAN BATU GAJAH,77300,MERLIMAU,MELAKA,062631460,062636406
5403,Rendah,PPD JASIN,MBB1074,SK MERLIMAU DUA,"KM 26,JALAN  JASIN",77300,MERLIMAU,MELAKA,062631404,062631420
5404,Rendah,PPD MELAKA TENGAH,MBB2038,SK BANDAR HILIR,NO 17 JALAN PARAMESWARA,75000,MELAKA,MELAKA,062822896,062813798
5405,Rendah,PPD MELAKA TENGAH,MBB2039,SK SERI BANDAR,"JALAN AIR LELEH,",75050,MELAKA,MELAKA,06-2831020,062831020
5406,Rendah,PPD MELAKA TENGAH,MBB2040,SK TENGKERA 1,JALAN TENGKERA,75200,MELAKA,MELAKA,062824736,062824736
5407,Rendah,PPD MELAKA TENGAH,MBB2041,SK TENGKERA DUA,JALAN TENGKERA,75200,MELAKA,MELAKA,062837268,062837268
5408,Rendah,PPD MELAKA TENGAH,MBB2042,SK (P) DURIAN DAUN,JALAN DURIAN DAUN,75400,MELAKA,MELAKA,062824820,06-2824820
5409,Rendah,PPD MELAKA TENGAH,MBB2043,SK JLN DATUK PALEMBANG,BUKIT BARU,75150,MELAKA,MELAKA,062324386,062313055
5410,Rendah,PPD MELAKA TENGAH,MBB2044,SK METHODIST ACS (M),JALAN TENGKERA,75200,MELAKA,MELAKA,06-2822750,06-2822750
5411,Rendah,PPD MELAKA TENGAH,MBB2045,SK (P) METHODIST 1 (M),440-B JALAN TENGKERA,75200,MELAKA,MELAKA,062823843,062846931
5412,Rendah,PPD MELAKA TENGAH,MBB2046,SK (P) METHODIST 2 (M),440 B JALAN TENGKERA,75200,MELAKA,MELAKA,062829118,062829118
5413,Rendah,PPD MELAKA TENGAH,MBB2047,SK ST FRANCIS,"55,JALAN CHAN KOON CHENG",75000,MELAKA,MELAKA,062823432,062823432
5414,Rendah,PPD MELAKA TENGAH,MBB2048,SK CONVENT OF THE INFANT JESUS 1 (M),"144, JALAN PARAMESWARA",75000,MELAKA,MELAKA,062838180,062838182
5415,Rendah,PPD MELAKA TENGAH,MBB2049,SK CONVENT OF THE INFANT JESUS (2),"144, JLN. PARAMESWARA",75000,MELAKA,MELAKA,06-2823507,06-2823507
5416,Rendah,PPD MELAKA TENGAH,MBB2051,SK SACRED HEART,NO.7 JALAN PARAMESWARA,75000,MELAKA,MELAKA,062826129,062826129
